id,UTC,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Fire Alarm
17868,1654751199,17.717,53.21,1180,417,1
17869,1654751200,17.721,53.29,1193,422,1
17870,1654751201,17.725,53.38,1140,407,1
17871,1654751202,17.729,53.41,1153,410,1
17872,1654751203,17.734,53.49,1128,400,1
17873,1654751204,17.738,53.52,1155,408,1
17874,1654751205,17.742,53.58,1124,400,1
17875,1654751206,17.746,53.62,1109,400,1
17876,1654751207,17.751,53.7,1103,400,1
17877,1654751208,17.755,53.7,1138,400,1
17878,1654751209,17.759,53.77,1134,402,1
17879,1654751210,17.763,53.79,1143,404,1
17880,1654751211,17.768,53.86,1187,406,1
17881,1654751212,17.772,53.89,1059,400,1
17882,1654751213,17.776,53.12,1071,400,1
17883,1654751214,17.78,52.21,1094,400,1
17884,1654751215,17.785,51.37,1084,400,1
17885,1654751216,17.789,50.65,1107,400,1
17886,1654751217,17.793,50.14,1099,400,1
17887,1654751218,17.797,49.7,1117,400,1
17888,1654751219,17.802,49.34,1101,400,1
17889,1654751220,17.806,49.06,1107,400,1
17890,1654751221,17.81,48.89,1115,403,1
17891,1654751222,17.814,48.64,1117,400,1
17892,1654751223,17.818,48.51,1120,400,1
17893,1654751224,17.823,48.33,1107,400,1
17894,1654751225,17.827,48.23,1141,400,1
17895,1654751226,17.831,48.12,1117,400,1
17896,1654751227,17.835,48.06,1115,400,1
17897,1654751228,17.84,47.96,1109,400,1
17898,1654751229,17.844,47.87,1122,410,1
17899,1654751230,17.848,47.81,1187,412,1
17900,1654751231,17.852,47.77,1172,415,1
17901,1654751232,17.856,47.66,1117,403,1
17902,1654751233,17.861,47.66,1159,405,1
17903,1654751234,17.865,47.57,1164,408,1
17904,1654751235,17.869,47.56,1136,400,1
17905,1654751236,17.873,47.46,1149,400,1
17906,1654751237,17.878,47.41,1155,400,1
17907,1654751238,17.882,47.43,1149,402,1
17908,1654751239,17.886,47.36,1132,407,1
17909,1654751240,17.89,47.35,1136,408,1
17910,1654751241,17.894,47.28,1145,413,1
17911,1654751242,17.899,47.29,1172,415,1
17912,1654751243,17.903,48.03,1253,442,1
17913,1654751244,17.907,48.91,1176,430,1
17914,1654751245,17.911,49.69,1184,421,1
17915,1654751246,17.916,50.33,1210,431,1
17916,1654751247,17.92,50.89,1149,404,1
17917,1654751248,17.924,51.3,1191,424,1
17918,1654751249,17.928,51.63,1128,411,1
17919,1654751250,17.932,51.94,1143,407,1
17920,1654751251,17.937,52.16,1191,420,1
17921,1654751252,17.941,52.36,1191,419,1
17922,1654751253,17.945,52.52,1182,415,1
17923,1654751254,17.949,52.63,1138,402,1
17924,1654751255,17.953,52.78,1174,400,1
17925,1654751256,17.958,52.92,1143,402,1
17926,1654751257,17.962,53,1159,406,1
17927,1654751258,17.966,53.08,1163,406,1
17928,1654751259,17.97,53.13,1193,413,1
17929,1654751260,17.974,53.24,1199,410,1
17930,1654751261,17.979,53.31,1149,405,1
17931,1654751262,17.983,53.36,1170,400,1
17932,1654751263,17.987,53.47,1153,404,1
17933,1654751264,17.991,53.48,1199,414,1
17934,1654751265,17.995,53.58,1166,404,1
17935,1654751266,17.999,53.66,1187,412,1
17936,1654751267,18.004,53.65,1140,408,1
17937,1654751268,18.008,53.7,1187,412,1
17938,1654751269,18.012,53.72,1178,401,1
17939,1654751270,18.016,53.82,1210,410,1
17940,1654751271,18.02,53.83,1170,400,1
17941,1654751272,18.025,53.87,1109,400,1
17942,1654751273,18.029,53.08,1082,400,1
17943,1654751274,18.033,52.18,1105,400,1
17944,1654751275,18.037,51.34,1086,400,1
17945,1654751276,18.041,50.64,1105,400,1
17946,1654751277,18.046,50.09,1103,400,1
17947,1654751278,18.05,49.71,1124,400,1
17948,1654751279,18.054,49.32,1117,400,1
17949,1654751280,18.058,49.05,1151,401,1
17950,1654751281,18.062,48.8,1126,406,1
17951,1654751282,18.066,48.62,1145,400,1
17952,1654751283,18.071,48.49,1176,405,1
17953,1654751284,18.075,48.33,1197,405,1
17954,1654751285,18.079,48.21,1145,400,1
17955,1654751286,18.083,48.1,1145,400,1
17956,1654751287,18.087,47.97,1203,414,1
17957,1654751288,18.091,47.94,1166,400,1
17958,1654751289,18.096,47.83,1161,400,1
17959,1654751290,18.1,47.76,1138,400,1
17960,1654751291,18.104,47.74,1216,403,1
17961,1654751292,18.108,47.61,1157,400,1
17962,1654751293,18.112,47.56,1166,402,1
17963,1654751294,18.116,47.55,1124,400,1
17964,1654751295,18.121,47.49,1157,406,1
17965,1654751296,18.125,47.47,1149,400,1
17966,1654751297,18.129,47.45,1140,405,1
17967,1654751298,18.133,47.4,1149,401,1
17968,1654751299,18.137,47.35,1145,406,1
17969,1654751300,18.141,47.34,1161,400,1
17970,1654751301,18.145,47.27,1182,400,1
17971,1654751302,18.15,47.24,1276,433,1
17972,1654751303,18.154,47.98,1287,427,1
17973,1654751304,18.158,48.84,1253,425,1
17974,1654751305,18.162,49.66,1208,412,1
17975,1654751306,18.166,50.27,1205,410,1
17976,1654751307,18.17,50.8,1178,411,1
17977,1654751308,18.174,51.25,1210,417,1
17978,1654751309,18.179,51.55,1208,409,1
17979,1654751310,18.183,51.89,1168,405,1
17980,1654751311,18.187,52.14,1174,418,1
17981,1654751312,18.191,52.34,1172,406,1
17982,1654751313,18.195,52.49,1166,401,1
17983,1654751314,18.199,52.65,1163,400,1
17984,1654751315,18.203,52.75,1147,406,1
17985,1654751316,18.208,52.88,1153,400,1
17986,1654751317,18.212,52.98,1138,408,1
17987,1654751318,18.216,53.08,1157,401,1
17988,1654751319,18.22,53.14,1143,407,1
17989,1654751320,18.224,53.27,1166,412,1
17990,1654751321,18.228,53.29,1128,400,1
17991,1654751322,18.232,53.37,1149,405,1
17992,1654751323,18.236,53.47,1151,403,1
17993,1654751324,18.24,53.5,1186,409,1
17994,1654751325,18.245,53.53,1153,400,1
17995,1654751326,18.249,53.59,1205,410,1
17996,1654751327,18.253,53.65,1149,404,1
17997,1654751328,18.257,53.72,1126,400,1
17998,1654751329,18.261,53.78,1203,414,1
17999,1654751330,18.265,53.79,1159,412,1
18000,1654751331,18.269,53.84,1174,413,1
18001,1654751332,18.273,53.88,1115,400,1
18002,1654751333,18.278,53.12,1090,400,1
18003,1654751334,18.282,52.17,1122,400,1
18004,1654751335,18.286,51.34,1092,400,1
18005,1654751336,18.29,50.65,1157,400,1
18006,1654751337,18.294,50.11,1153,405,1
18007,1654751338,18.298,49.7,1126,404,1
18008,1654751339,18.302,49.35,1134,400,1
18009,1654751340,18.306,49.05,1141,404,1
18010,1654751341,18.31,48.83,1136,400,1
18011,1654751342,18.314,48.62,1118,400,1
18012,1654751343,18.318,48.45,1138,400,1
18013,1654751344,18.323,48.3,1178,405,1
18014,1654751345,18.327,48.21,1176,402,1
18015,1654751346,18.331,48.08,1187,406,1
18016,1654751347,18.335,47.99,1147,400,1
18017,1654751348,18.339,47.92,1193,404,1
18018,1654751349,18.343,47.81,1180,401,1
18019,1654751350,18.347,47.78,1182,400,1
18020,1654751351,18.351,47.67,1141,401,1
18021,1654751352,18.355,47.62,1168,400,1
18022,1654751353,18.359,47.57,1172,400,1
18023,1654751354,18.363,47.54,1140,400,1
18024,1654751355,18.367,47.47,1120,400,1
18025,1654751356,18.372,47.43,1161,400,1
18026,1654751357,18.376,47.36,1155,400,1
18027,1654751358,18.38,47.32,1141,400,1
18028,1654751359,18.384,47.27,1138,400,1
18029,1654751360,18.388,47.32,1107,400,1
18030,1654751361,18.392,47.27,1126,400,1
18031,1654751362,18.396,47.24,1208,423,1
18032,1654751363,18.4,47.99,1210,421,1
18033,1654751364,18.404,48.86,1210,417,1
18034,1654751365,18.408,49.65,1187,413,1
18035,1654751366,18.412,50.26,1176,407,1
18036,1654751367,18.416,50.81,1130,400,1
18037,1654751368,18.42,51.24,1136,400,1
18038,1654751369,18.424,51.57,1178,408,1
18039,1654751370,18.428,51.87,1132,406,1
18040,1654751371,18.432,52.12,1159,401,1
18041,1654751372,18.436,52.31,1176,409,1
18042,1654751373,18.441,52.5,1207,413,1
18043,1654751374,18.445,52.62,1124,404,1
18044,1654751375,18.449,52.76,1141,400,1
18045,1654751376,18.453,52.9,1155,415,1
18046,1654751377,18.457,52.99,1180,410,1
18047,1654751378,18.461,53.08,1130,400,1
18048,1654751379,18.465,53.17,1141,400,1
18049,1654751380,18.469,53.27,1149,402,1
18050,1654751381,18.473,53.28,1193,404,1
18051,1654751382,18.477,53.4,1178,403,1
18052,1654751383,18.481,53.43,1161,407,1
18053,1654751384,18.485,53.53,1163,410,1
18054,1654751385,18.489,53.55,1178,412,1
18055,1654751386,18.493,53.59,1178,406,1
18056,1654751387,18.497,53.62,1143,400,1
18057,1654751388,18.501,53.67,1132,400,1
18058,1654751389,18.505,53.73,1155,403,1
18059,1654751390,18.509,53.77,1176,400,1
18060,1654751391,18.513,53.77,1189,402,1
18061,1654751392,18.517,53.81,1111,400,1
18062,1654751393,18.521,53.06,1078,400,1
18063,1654751394,18.525,52.14,1111,400,1
18064,1654751395,18.529,51.28,1136,400,1
18065,1654751396,18.533,50.58,1120,400,1
18066,1654751397,18.537,50.08,1107,400,1
18067,1654751398,18.541,49.64,1134,400,1
18068,1654751399,18.545,49.29,1145,400,1
18069,1654751400,18.549,49.03,1161,404,1
18070,1654751401,18.553,48.78,1161,400,1
18071,1654751402,18.557,48.63,1163,400,1
18072,1654751403,18.561,48.47,1128,400,1
18073,1654751404,18.565,48.33,1163,404,1
18074,1654751405,18.569,48.17,1145,400,1
18075,1654751406,18.573,48.09,1151,400,1
18076,1654751407,18.577,48,1134,400,1
18077,1654751408,18.581,47.93,1118,400,1
18078,1654751409,18.585,47.85,1159,401,1
18079,1654751410,18.589,47.79,1141,402,1
18080,1654751411,18.593,47.67,1163,406,1
18081,1654751412,18.597,47.64,1136,400,1
18082,1654751413,18.601,47.6,1182,400,1
18083,1654751414,18.605,47.54,1157,400,1
18084,1654751415,18.609,47.5,1151,400,1
18085,1654751416,18.613,47.47,1159,400,1
18086,1654751417,18.617,47.43,1149,400,1
18087,1654751418,18.621,47.38,1163,400,1
18088,1654751419,18.625,47.33,1153,400,1
18089,1654751420,18.629,47.31,1143,400,1
18090,1654751421,18.633,47.25,1184,408,1
18091,1654751422,18.637,47.27,1201,415,1
18092,1654751423,18.641,48.04,1233,420,1
18093,1654751424,18.645,48.89,1210,419,1
18094,1654751425,18.649,49.68,1218,426,1
18095,1654751426,18.652,50.38,1220,415,1
18096,1654751427,18.656,50.87,1228,425,1
18097,1654751428,18.66,51.28,1153,407,1
18098,1654751429,18.664,51.62,1151,410,1
18099,1654751430,18.668,51.9,1159,410,1
18100,1654751431,18.672,52.18,1176,400,1
18101,1654751432,18.676,52.37,1134,402,1
18102,1654751433,18.68,52.53,1187,408,1
18103,1654751434,18.684,52.69,1157,400,1
18104,1654751435,18.688,52.79,1199,406,1
18105,1654751436,18.692,52.9,1189,402,1
18106,1654751437,18.696,52.98,1145,406,1
18107,1654751438,18.7,53.08,1132,405,1
18108,1654751439,18.704,53.16,1128,403,1
18109,1654751440,18.708,53.25,1189,406,1
18110,1654751441,18.712,53.31,1126,400,1
18111,1654751442,18.715,53.35,1128,400,1
18112,1654751443,18.719,53.43,1203,408,1
18113,1654751444,18.723,53.49,1193,412,1
18114,1654751445,18.727,53.52,1174,408,1
18115,1654751446,18.731,53.55,1193,415,1
18116,1654751447,18.735,53.6,1149,404,1
18117,1654751448,18.739,53.64,1184,407,1
18118,1654751449,18.743,53.68,1222,421,1
18119,1654751450,18.747,53.77,1243,417,1
18120,1654751451,18.751,53.77,1226,404,1
18121,1654751452,18.755,53.84,1117,400,1
18122,1654751453,18.758,53.07,1105,400,1
18123,1654751454,18.762,52.19,1136,400,1
18124,1654751455,18.766,51.3,1132,400,1
18125,1654751456,18.77,50.64,1134,400,1
18126,1654751457,18.774,50.09,1184,400,1
18127,1654751458,18.778,49.6,1155,400,1
18128,1654751459,18.782,49.31,1178,410,1
18129,1654751460,18.786,49.05,1157,400,1
18130,1654751461,18.79,48.79,1149,400,1
18131,1654751462,18.793,48.57,1163,401,1
18132,1654751463,18.797,48.47,1178,401,1
18133,1654751464,18.801,48.32,1168,400,1
18134,1654751465,18.805,48.2,1187,406,1
18135,1654751466,18.809,48.11,1189,410,1
18136,1654751467,18.813,48.02,1193,402,1
18137,1654751468,18.817,47.87,1163,403,1
18138,1654751469,18.821,47.83,1203,408,1
18139,1654751470,18.824,47.77,1161,400,1
18140,1654751471,18.828,47.7,1178,403,1
18141,1654751472,18.832,47.68,1149,400,1
18142,1654751473,18.836,47.56,1151,400,1
18143,1654751474,18.84,47.55,1180,400,1
18144,1654751475,18.844,47.49,1147,400,1
18145,1654751476,18.848,47.4,1168,400,1
18146,1654751477,18.851,47.4,1147,400,1
18147,1654751478,18.855,47.38,1157,400,1
18148,1654751479,18.859,47.34,1195,400,1
18149,1654751480,18.863,47.34,1153,403,1
18150,1654751481,18.867,47.27,1153,400,1
18151,1654751482,18.871,47.25,1216,420,1
18152,1654751483,18.874,47.97,1203,416,1
18153,1654751484,18.878,48.85,1241,418,1
18154,1654751485,18.882,49.65,1247,424,1
18155,1654751486,18.886,50.29,1193,410,1
18156,1654751487,18.89,50.82,1208,414,1
18157,1654751488,18.894,51.25,1191,404,1
18158,1654751489,18.897,51.59,1166,404,1
18159,1654751490,18.901,51.9,1170,400,1
18160,1654751491,18.905,52.16,1170,400,1
18161,1654751492,18.909,52.35,1153,400,1
18162,1654751493,18.913,52.51,1147,402,1
18163,1654751494,18.916,52.65,1191,410,1
18164,1654751495,18.92,52.79,1168,412,1
18165,1654751496,18.924,52.89,1189,406,1
18166,1654751497,18.928,52.97,1184,401,1
18167,1654751498,18.932,53.07,1157,406,1
18168,1654751499,18.935,53.17,1172,400,1
18169,1654751500,18.939,53.24,1141,400,1
18170,1654751501,18.943,53.34,1180,408,1
18171,1654751502,18.947,53.38,1164,400,1
18172,1654751503,18.951,53.45,1168,400,1
18173,1654751504,18.954,53.51,1124,400,1
18174,1654751505,18.958,53.57,1161,402,1
18175,1654751506,18.962,53.6,1143,400,1
18176,1654751507,18.966,53.66,1134,406,1
18177,1654751508,18.97,53.72,1136,407,1
18178,1654751509,18.973,53.79,1182,405,1
18179,1654751510,18.977,53.81,1155,410,1
18180,1654751511,18.981,53.78,1141,403,1
18181,1654751512,18.985,53.91,1065,400,1
18182,1654751513,18.988,53.13,1084,400,1
18183,1654751514,18.992,52.17,1055,400,1
18184,1654751515,18.996,51.37,1078,400,1
18185,1654751516,19,50.69,1147,400,1
18186,1654751517,19.003,50.12,1134,400,1
18187,1654751518,19.007,49.71,1103,400,1
18188,1654751519,19.011,49.38,1122,400,1
18189,1654751520,19.015,49.08,1132,400,1
18190,1654751521,19.018,48.85,1136,400,1
18191,1654751522,19.022,48.68,1096,400,1
18192,1654751523,19.026,48.49,1164,401,1
18193,1654751524,19.03,48.32,1163,400,1
18194,1654751525,19.033,48.21,1178,404,1
18195,1654751526,19.037,48.12,1138,400,1
18196,1654751527,19.041,47.99,1145,401,1
18197,1654751528,19.045,47.9,1143,400,1
18198,1654751529,19.048,47.89,1143,409,1
18199,1654751530,19.052,47.82,1140,407,1
18200,1654751531,19.056,47.76,1159,400,1
18201,1654751532,19.059,47.69,1147,404,1
18202,1654751533,19.063,47.66,1145,411,1
18203,1654751534,19.067,47.56,1126,400,1
18204,1654751535,19.071,47.51,1170,400,1
18205,1654751536,19.074,47.47,1178,403,1
18206,1654751537,19.078,47.44,1191,404,1
18207,1654751538,19.082,47.35,1151,400,1
18208,1654751539,19.085,47.37,1199,400,1
18209,1654751540,19.089,47.32,1186,405,1
18210,1654751541,19.093,47.3,1168,404,1
18211,1654751542,19.097,47.31,1230,424,1
18212,1654751543,19.1,48.02,1279,440,1
18213,1654751544,19.104,48.89,1241,429,1
18214,1654751545,19.108,49.69,1245,420,1
18215,1654751546,19.111,50.34,1224,424,1
18216,1654751547,19.115,50.83,1268,424,1
18217,1654751548,19.119,51.27,1231,421,1
18218,1654751549,19.122,51.58,1212,415,1
18219,1654751550,19.126,51.89,1216,420,1
18220,1654751551,19.13,52.18,1208,414,1
18221,1654751552,19.133,52.36,1218,427,1
18222,1654751553,19.137,52.57,1195,408,1
18223,1654751554,19.141,52.66,1189,401,1
18224,1654751555,19.144,52.84,1174,400,1
18225,1654751556,19.148,52.91,1212,408,1
18226,1654751557,19.152,53.02,1187,402,1
18227,1654751558,19.155,53.11,1155,400,1
18228,1654751559,19.159,53.19,1237,417,1
18229,1654751560,19.163,53.25,1191,400,1
18230,1654751561,19.166,53.35,1174,405,1
18231,1654751562,19.17,53.42,1220,409,1
18232,1654751563,19.174,53.5,1178,400,1
18233,1654751564,19.177,53.48,1189,400,1
18234,1654751565,19.181,53.58,1191,410,1
18235,1654751566,19.184,53.66,1182,404,1
18236,1654751567,19.188,53.68,1164,401,1
18237,1654751568,19.192,53.7,1174,410,1
18238,1654751569,19.195,53.76,1222,404,1
18239,1654751570,19.199,53.83,1197,413,1
18240,1654751571,19.203,53.88,1164,408,1
18241,1654751572,19.206,53.9,1107,400,1
18242,1654751573,19.21,53.12,1086,400,1
18243,1654751574,19.213,52.19,1141,400,1
18244,1654751575,19.217,51.37,1145,400,1
18245,1654751576,19.221,50.66,1126,400,1
18246,1654751577,19.224,50.15,1157,400,1
18247,1654751578,19.228,49.72,1159,400,1
18248,1654751579,19.231,49.36,1220,406,1
18249,1654751580,19.235,49.06,1203,410,1
18250,1654751581,19.239,48.87,1201,400,1
18251,1654751582,19.242,48.64,1187,406,1
18252,1654751583,19.246,48.52,1182,400,1
18253,1654751584,19.249,48.34,1180,405,1
18254,1654751585,19.253,48.24,1203,400,1
18255,1654751586,19.257,48.09,1172,400,1
18256,1654751587,19.26,48.06,1205,400,1
18257,1654751588,19.264,47.92,1172,400,1
18258,1654751589,19.267,47.87,1205,400,1
18259,1654751590,19.271,47.77,1182,401,1
18260,1654751591,19.274,47.75,1143,400,1
18261,1654751592,19.278,47.69,1143,400,1
18262,1654751593,19.281,47.67,1143,400,1
18263,1654751594,19.285,47.57,1187,410,1
18264,1654751595,19.289,47.59,1174,400,1
18265,1654751596,19.292,47.45,1140,405,1
18266,1654751597,19.296,47.45,1157,409,1
18267,1654751598,19.299,47.39,1180,406,1
18268,1654751599,19.303,47.37,1176,400,1
18269,1654751600,19.306,47.35,1161,400,1
18270,1654751601,19.31,47.29,1210,401,1
18271,1654751602,19.313,47.28,1262,440,1
18272,1654751603,19.317,48.01,1247,436,1
18273,1654751604,19.32,48.94,1281,444,1
18274,1654751605,19.324,49.67,1272,434,1
18275,1654751606,19.327,50.34,1230,419,1
18276,1654751607,19.331,50.84,1222,425,1
18277,1654751608,19.335,51.28,1231,420,1
18278,1654751609,19.338,51.62,1205,410,1
18279,1654751610,19.342,51.93,1243,410,1
18280,1654751611,19.345,52.2,1182,409,1
18281,1654751612,19.349,52.35,1203,420,1
18282,1654751613,19.352,52.53,1182,420,1
18283,1654751614,19.356,52.67,1191,416,1
18284,1654751615,19.359,52.82,1184,410,1
18285,1654751616,19.363,52.95,1153,413,1
18286,1654751617,19.366,53.01,1195,419,1
18287,1654751618,19.37,53.12,1245,432,1
18288,1654751619,19.373,53.2,1155,410,1
18289,1654751620,19.377,53.27,1182,416,1
18290,1654751621,19.38,53.37,1172,411,1
18291,1654751622,19.383,53.43,1230,415,1
18292,1654751623,19.387,53.47,1187,410,1
18293,1654751624,19.39,53.54,1207,412,1
18294,1654751625,19.394,53.63,1178,400,1
18295,1654751626,19.397,53.63,1178,408,1
18296,1654751627,19.401,53.68,1195,410,1
18297,1654751628,19.404,53.71,1176,400,1
18298,1654751629,19.408,53.73,1186,402,1
18299,1654751630,19.411,53.82,1214,406,1
18300,1654751631,19.415,53.82,1151,400,1
18301,1654751632,19.418,53.86,1130,400,1
18302,1654751633,19.422,53.07,1138,400,1
18303,1654751634,19.425,52.17,1132,400,1
18304,1654751635,19.428,51.33,1126,400,1
18305,1654751636,19.432,50.66,1170,400,1
18306,1654751637,19.435,50.11,1157,400,1
18307,1654751638,19.439,49.63,1174,400,1
18308,1654751639,19.442,49.34,1224,402,1
18309,1654751640,19.446,49.02,1214,400,1
18310,1654751641,19.449,48.86,1201,401,1
18311,1654751642,19.452,48.66,1163,400,1
18312,1654751643,19.456,48.52,1189,400,1
18313,1654751644,19.459,48.32,1193,407,1
18314,1654751645,19.463,48.24,1191,403,1
18315,1654751646,19.466,48.1,1178,400,1
18316,1654751647,19.469,48.07,1218,410,1
18317,1654751648,19.473,47.95,1197,400,1
18318,1654751649,19.476,47.91,1176,400,1
18319,1654751650,19.48,47.81,1210,402,1
18320,1654751651,19.483,47.7,1176,411,1
18321,1654751652,19.486,47.7,1193,404,1
18322,1654751653,19.49,47.66,1203,404,1
18323,1654751654,19.493,47.62,1195,404,1
18324,1654751655,19.496,47.58,1201,407,1
18325,1654751656,19.5,47.49,1182,413,1
18326,1654751657,19.503,47.45,1174,412,1
18327,1654751658,19.507,47.43,1187,406,1
18328,1654751659,19.51,47.39,1226,412,1
18329,1654751660,19.513,47.36,1216,408,1
18330,1654751661,19.517,47.34,1203,413,1
18331,1654751662,19.52,47.32,1329,439,1
18332,1654751663,19.523,48.03,1268,431,1
18333,1654751664,19.527,48.96,1323,431,1
18334,1654751665,19.53,49.73,1320,438,1
18335,1654751666,19.533,50.35,1304,430,1
18336,1654751667,19.537,50.89,1289,429,1
18337,1654751668,19.54,51.3,1249,426,1
18338,1654751669,19.543,51.67,1245,414,1
18339,1654751670,19.547,51.93,1239,415,1
18340,1654751671,19.55,52.2,1283,429,1
18341,1654751672,19.553,52.4,1260,416,1
18342,1654751673,19.557,52.54,1243,420,1
18343,1654751674,19.56,52.69,1230,410,1
18344,1654751675,19.563,52.81,1245,400,1
18345,1654751676,19.567,52.96,1258,420,1
18346,1654751677,19.57,52.99,1214,411,1
18347,1654751678,19.573,53.11,1256,417,1
18348,1654751679,19.577,53.2,1243,413,1
18349,1654751680,19.58,53.28,1224,400,1
18350,1654751681,19.583,53.34,1233,421,1
18351,1654751682,19.586,53.38,1226,408,1
18352,1654751683,19.59,53.49,1187,407,1
18353,1654751684,19.593,53.52,1208,408,1
18354,1654751685,19.596,53.61,1205,406,1
18355,1654751686,19.6,53.6,1245,413,1
18356,1654751687,19.603,53.69,1251,405,1
18357,1654751688,19.606,53.73,1258,417,1
18358,1654751689,19.609,53.77,1247,412,1
18359,1654751690,19.613,53.8,1233,418,1
18360,1654751691,19.616,53.82,1256,418,1
18361,1654751692,19.619,53.9,1178,400,1
18362,1654751693,19.622,53.12,1149,400,1
18363,1654751694,19.626,52.18,1186,400,1
18364,1654751695,19.629,51.34,1189,400,1
18365,1654751696,19.632,50.7,1178,400,1
18366,1654751697,19.635,50.16,1187,408,1
18367,1654751698,19.639,49.71,1172,400,1
18368,1654751699,19.642,49.33,1228,400,1
18369,1654751700,19.645,49.11,1245,410,1
18370,1654751701,19.648,48.8,1243,406,1
18371,1654751702,19.652,48.7,1224,400,1
18372,1654751703,19.655,48.49,1228,400,1
18373,1654751704,19.658,48.35,1224,403,1
18374,1654751705,19.661,48.24,1228,403,1
18375,1654751706,19.664,48.12,1247,408,1
18376,1654751707,19.668,48.02,1195,400,1
18377,1654751708,19.671,47.95,1218,405,1
18378,1654751709,19.674,47.87,1199,400,1
18379,1654751710,19.677,47.79,1247,411,1
18380,1654751711,19.68,47.72,1208,400,1
18381,1654751712,19.684,47.65,1195,400,1
18382,1654751713,19.687,47.69,1214,400,1
18383,1654751714,19.69,47.62,1216,410,1
18384,1654751715,19.693,47.54,1247,411,1
18385,1654751716,19.696,47.45,1251,420,1
18386,1654751717,19.7,47.43,1249,402,1
18387,1654751718,19.703,47.38,1210,400,1
18388,1654751719,19.706,47.35,1231,401,1
18389,1654751720,19.709,47.31,1203,404,1
18390,1654751721,19.712,47.29,1230,404,1
18391,1654751722,19.715,47.29,1272,426,1
18392,1654751723,19.718,48,1249,434,1
18393,1654751724,19.722,48.89,1289,433,1
18394,1654751725,19.725,49.72,1270,425,1
18395,1654751726,19.728,50.35,1264,429,1
18396,1654751727,19.731,50.86,1254,424,1
18397,1654751728,19.734,51.3,1231,413,1
18398,1654751729,19.737,51.65,1283,416,1
18399,1654751730,19.74,51.9,1210,410,1
18400,1654751731,19.744,52.19,1218,415,1
18401,1654751732,19.747,52.35,1210,412,1
18402,1654751733,19.75,52.55,1268,419,1
18403,1654751734,19.753,52.7,1258,420,1
18404,1654751735,19.756,52.79,1222,408,1
18405,1654751736,19.759,52.96,1220,413,1
18406,1654751737,19.762,53.02,1243,407,1
18407,1654751738,19.765,53.12,1254,413,1
18408,1654751739,19.768,53.22,1214,401,1
18409,1654751740,19.772,53.28,1245,417,1
18410,1654751741,19.775,53.35,1253,408,1
18411,1654751742,19.778,53.4,1208,407,1
18412,1654751743,19.781,53.46,1235,406,1
18413,1654751744,19.784,53.54,1233,401,1
18414,1654751745,19.787,53.6,1237,412,1
18415,1654751746,19.79,53.64,1235,409,1
18416,1654751747,19.793,53.66,1214,409,1
18417,1654751748,19.796,53.74,1258,419,1
18418,1654751749,19.799,53.75,1266,414,1
18419,1654751750,19.802,53.83,1222,408,1
18420,1654751751,19.805,53.85,1235,406,1
18421,1654751752,19.808,53.87,1132,400,1
18422,1654751753,19.811,53.13,1141,400,1
18423,1654751754,19.814,52.23,1157,400,1
18424,1654751755,19.817,51.34,1176,400,1
18425,1654751756,19.82,50.7,1187,400,1
18426,1654751757,19.824,50.12,1201,400,1
18427,1654751758,19.827,49.67,1216,405,1
18428,1654751759,19.83,49.37,1228,400,1
18429,1654751760,19.833,49.08,1222,400,1
18430,1654751761,19.836,48.87,1249,400,1
18431,1654751762,19.839,48.67,1228,400,1
18432,1654751763,19.842,48.51,1203,400,1
18433,1654751764,19.845,48.35,1205,400,1
18434,1654751765,19.848,48.22,1226,405,1
18435,1654751766,19.851,48.09,1205,400,1
18436,1654751767,19.854,48.03,1197,400,1
18437,1654751768,19.857,47.98,1254,410,1
18438,1654751769,19.86,47.88,1226,400,1
18439,1654751770,19.863,47.85,1218,406,1
18440,1654751771,19.866,47.78,1208,400,1
18441,1654751772,19.869,47.69,1214,401,1
18442,1654751773,19.872,47.66,1195,400,1
18443,1654751774,19.874,47.63,1205,407,1
18444,1654751775,19.877,47.54,1214,400,1
18445,1654751776,19.88,47.51,1212,400,1
18446,1654751777,19.883,47.48,1195,400,1
18447,1654751778,19.886,47.45,1230,410,1
18448,1654751779,19.889,47.39,1208,400,1
18449,1654751780,19.892,47.33,1245,410,1
18450,1654751781,19.895,47.3,1237,404,1
18451,1654751782,19.898,47.28,1300,431,1
18452,1654751783,19.901,48.04,1268,424,1
18453,1654751784,19.904,48.95,1287,432,1
18454,1654751785,19.907,49.72,1266,421,1
18455,1654751786,19.91,50.34,1239,410,1
18456,1654751787,19.913,50.87,1199,415,1
18457,1654751788,19.916,51.29,1195,400,1
18458,1654751789,19.919,51.65,1216,407,1
18459,1654751790,19.921,51.96,1180,408,1
18460,1654751791,19.924,52.2,1186,406,1
18461,1654751792,19.927,52.39,1161,404,1
18462,1654751793,19.93,52.54,1187,404,1
18463,1654751794,19.933,52.68,1180,406,1
18464,1654751795,19.936,52.82,1237,413,1
18465,1654751796,19.939,52.93,1216,415,1
18466,1654751797,19.942,53.01,1201,407,1
18467,1654751798,19.945,53.12,1239,406,1
18468,1654751799,19.947,53.24,1205,405,1
18469,1654751800,19.95,53.28,1235,413,1
18470,1654751801,19.953,53.35,1197,401,1
18471,1654751802,19.956,53.43,1203,400,1
18472,1654751803,19.959,53.46,1230,420,1
18473,1654751804,19.962,53.56,1224,411,1
18474,1654751805,19.965,53.59,1226,405,1
